ACC#	body	xenopus	human
Q9BV44	Nucleoli	Non Dynamic	Non Cdk target
Q9BV86	Stress granules	Non Dynamic	Non Cdk target
Q9BVG4	Nucleoli	Non Dynamic	Non Cdk target
Q9BVI4	Nucleoli	Non Dynamic	Non Cdk target
Q9BVJ6	Nucleoli	Dynamic	Cdk target
Q9BVL2	NPC	Non Dynamic	Non Cdk target
Q9BVP2	Nucleoli,PML bodies	Non Dynamic	Non Cdk target
Q9BVQ7	Nucleoli	Non Dynamic	Non Cdk target
Q9BVS4	Nucleoli	Non Dynamic	Non Cdk target
Q9BW11	Nucleoli,PML bodies	Non Dynamic	Non Cdk target
Q9BW27	NPC	Non Dynamic	Non Cdk target
Q9BW30	Nucleoli	Non Dynamic	Non Cdk target
Q9BW61	Nucleoli	Non Dynamic	Non Cdk target
Q9BWF3	Nucleoli	Non Dynamic	Non Cdk target
Q9BWV7	Nucleoli	Non Dynamic	Non Cdk target
Q9BX40	Stress granules,P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9BX66	Stress granules	Non Dynamic	Non Cdk target
Q9BXS6	Nucleoli	Non Dynamic	Cdk target
Q9BXT2	Nucleoli	Non Dynamic	Non Cdk target
Q9BXV9	Nucleoli	Non Dynamic	Non Cdk target
Q9BXW9	Nucleoli	Non Dynamic	Non Cdk target
Q9BXX2	Nucleoli	Non Dynamic	Non Cdk target
Q9BXX3	Nucleoli	Non Dynamic	Non Cdk target
Q9BXY0	Nucleoli	Non Dynamic	Non Cdk target
Q9BXY5	Nucleoli	Non Dynamic	Non Cdk target
Q9BY42	Nucleoli	Non Dynamic	Non Cdk target
Q9BY44	PML bodies,Nucleoli	Non Dynamic	Cdk target
Q9BY66	Nucleoli	Non Dynamic	Non Cdk target
Q9BY77	Nucleoli	Non Dynamic	Non Cdk target
Q9BYE0	Nucleoli	Non Dynamic	Non Cdk target
Q9BYG0	Nucleoli	Non Dynamic	Non Cdk target
Q9BYG3	Nucleoli,P-bodies	Dynamic	Cdk target
Q9BYJ4	Nucleoli	Non Dynamic	Non Cdk target
Q9BYK8	Stress granules	Non Dynamic	Non Cdk target
Q9BYT3	Nucleoli	Non Dynamic	Non Cdk target
Q9BZ67	Nucleoli	Non Dynamic	Non Cdk target
Q9BZB8	Stress granules	Non Dynamic	Non Cdk target
Q9BZE4	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9BZI1	Nucleoli	Non Dynamic	Non Cdk target
Q9BZI7	Stress granules,Nucleoli	Dynamic	Non Cdk target
Q9BZK7	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9BZZ5	Nucleoli	Non Dynamic	Non Cdk target
Q9C086	Nucleoli	Non Dynamic	Non Cdk target
Q9C0A1	Nucleoli	Non Dynamic	Non Cdk target
Q9C0B9	Nucleoli	Non Dynamic	Non Cdk target
Q9C0C2	Stress granules	Non Dynamic	Cdk target
Q9C0J1	Nucleoli	Non Dynamic	Non Cdk target
Q9C0J8	P-bodies,Nucleoli	Dynamic	Non Cdk target
Q9C0K0	Nucleoli	Non Dynamic	Non Cdk target
Q9GZL7	Nucleoli	Non Dynamic	Non Cdk target
Q9GZR2	Nucleoli	Non Dynamic	Non Cdk target
Q9GZR7	Nucleoli	Non Dynamic	Non Cdk target
Q9GZS1	Nucleoli	Non Dynamic	Non Cdk target
Q9H063	Nucleoli	Dynamic	Non Cdk target
Q9H089	Nucleoli	Non Dynamic	Non Cdk target
Q9H093	Nucleoli	Non Dynamic	Non Cdk target
Q9H0A0	Nucleoli	Non Dynamic	Non Cdk target
Q9H0B3	Speckles	Non Dynamic	Non Cdk target
Q9H0B8	Nucleoli	Non Dynamic	Non Cdk target
Q9H0D6	Nucleoli	Dynamic	Non Cdk target
Q9H0E7	Nucleoli	Non Dynamic	Non Cdk target
Q9H0J9	Stress granules	Non Dynamic	Non Cdk target
Q9H0S4	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9H0U9	Nucleoli	Non Dynamic	Non Cdk target
Q9H0Y0	Nucleoli	Non Dynamic	Non Cdk target
Q9H0Z9	Stress granules	Non Dynamic	Non Cdk target
Q9H116	Nucleoli	Non Dynamic	Non Cdk target
Q9H147	Nucleoli	Non Dynamic	Non Cdk target
Q9H158	Nucleoli	Non Dynamic	Non Cdk target
Q9H1E3	Nucleoli	Dynamic	Cdk target
Q9H1H1	Nucleoli	Non Dynamic	Non Cdk target
Q9H1V8	Nucleoli	Non Dynamic	Non Cdk target
Q9H204	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9H213	Nucleoli	Non Dynamic	Non Cdk target
Q9H254	Nucleoli	Non Dynamic	Non Cdk target
Q9H2H8	Speckles	Non Dynamic	Non Cdk target
Q9H2J7	Nucleoli	Non Dynamic	Non Cdk target
Q9H2L5	Nucleoli	Non Dynamic	Non Cdk target
Q9H2P0	Superenhancers-Mediator	Dynamic	Non Cdk target
Q9H2U1	Stress granules	Non Dynamic	Non Cdk target
Q9H2V7	Nucleoli	Non Dynamic	Non Cdk target
Q9H2X8	Nucleoli	Non Dynamic	Non Cdk target
Q9H2Y7	Nucleoli	Non Dynamic	Non Cdk target
Q9H320	Nucleoli	Non Dynamic	Non Cdk target
Q9H3H3	Nucleoli	Non Dynamic	Non Cdk target
Q9H3N1	Nucleoli	Non Dynamic	Non Cdk target
Q9H3P2	Speckles	Non Dynamic	Cdk target
Q9H3R5	Nucleoli	Non Dynamic	Non Cdk target
Q9H3T2	Nucleoli	Non Dynamic	Non Cdk target
Q9H3U5	Nucleoli	Non Dynamic	Non Cdk target
Q9H3Y8	Nucleoli	Non Dynamic	Non Cdk target
Q9H410	Nucleoli	Dynamic	Cdk target
Q9H4A4	Speckles	Non Dynamic	Non Cdk target
Q9H4E5	Nucleoli	Non Dynamic	Non Cdk target
Q9H4K7	Nucleoli	Non Dynamic	Non Cdk target
Q9H4L4	Nucleoli	Non Dynamic	Non Cdk target
Q9H4L5	Nucleoli	Non Dynamic	Non Cdk target
Q9H4X1	Nucleoli	Non Dynamic	Cdk target
Q9H501	Nucleoli	Non Dynamic	Non Cdk target
Q9H579	Nucleoli	Non Dynamic	Non Cdk target
Q9H583	Nucleoli	Non Dynamic	Non Cdk target
Q9H5J8	Nucleoli	Non Dynamic	Non Cdk target
Q9H5V9	Nucleoli	Non Dynamic	Non Cdk target
Q9H5Z1	Nucleoli	Non Dynamic	Non Cdk target
Q9H633	Nucleoli	Non Dynamic	Non Cdk target
Q9H6F5	Nucleoli	Non Dynamic	Non Cdk target
Q9H6P5	Nucleoli	Non Dynamic	Non Cdk target
Q9H6R0	Nucleoli	Non Dynamic	Non Cdk target
Q9H6R4	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9H6R7	Nucleoli	Dynamic	Non Cdk target
Q9H6S0	P-bodies	Dynamic	Non Cdk target
Q9H6U6	Nucleoli	Dynamic	Non Cdk target
Q9H6W3	Nucleoli	Non Dynamic	Non Cdk target
Q9H6Y2	Nucleoli	Non Dynamic	Non Cdk target
Q9H7B2	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9H7E2	Stress granules	Non Dynamic	Non Cdk target
Q9H7F0	Nucleoli	Non Dynamic	Non Cdk target
Q9H7X3	Nucleoli	Non Dynamic	Non Cdk target
Q9H814	Cajal bodies	Non Dynamic	Non Cdk target
Q9H869	Nucleoli	Non Dynamic	Non Cdk target
Q9H898	Nucleoli	Non Dynamic	Non Cdk target
Q9H8H0	Nucleoli	Non Dynamic	Non Cdk target
Q9H8H2	Nucleoli	Non Dynamic	Non Cdk target
Q9H8S9	Nucleoli	Non Dynamic	Non Cdk target
Q9H8W3	Nucleoli	Non Dynamic	Non Cdk target
Q9H944	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9H967	Nucleoli	Non Dynamic	Non Cdk target
Q9H9A6	Nucleoli	Dynamic	Non Cdk target
Q9H9B1	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9H9J4	Speckles	Non Dynamic	Non Cdk target
Q9H9L3	Nucleoli	Non Dynamic	Non Cdk target
Q9H9Q4	Nucleoli	Dynamic	Non Cdk target
Q9H9Y2	Nucleoli	Non Dynamic	Non Cdk target
Q9H9Y6	Nucleoli	Non Dynamic	Non Cdk target
Q9H9Z2	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9HAB8	Nucleoli	Non Dynamic	Non Cdk target
Q9HAF1	Speckles	Non Dynamic	Non Cdk target
Q9HAT8	Nucleoli	Non Dynamic	Non Cdk target
Q9HAU5	Stress granules	Non Dynamic	Non Cdk target
Q9HAU8	Nucleoli	Non Dynamic	Non Cdk target
Q9HAW0	Nucleoli	Non Dynamic	Non Cdk target
Q9HB65	Nucleoli	Non Dynamic	Non Cdk target
Q9HBT8	Nucleoli	Non Dynamic	Non Cdk target
Q9HBV1	Nucleoli	Non Dynamic	Non Cdk target
Q9HC16	Stress granules	Non Dynamic	Non Cdk target
Q9HC38	Nucleoli	Non Dynamic	Non Cdk target
Q9HCB6	Nucleoli	Non Dynamic	Non Cdk target
Q9HCE1	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q9HCE9	Nucleoli	Non Dynamic	Non Cdk target
Q9HCG8	Stress granules,Speckles	Non Dynamic	Non Cdk target
Q9HCM1	Nucleoli	Non Dynamic	Non Cdk target
Q9HCS7	P-bodies	Non Dynamic	Non Cdk target
Q9HD67	Nucleoli	Non Dynamic	Non Cdk target
Q9NPA0	Speckles	Non Dynamic	Non Cdk target
Q9NPD3	Nucleoli	Non Dynamic	Non Cdk target
Q9NPD8	Nucleoli	Non Dynamic	Non Cdk target
Q9NPE3	Nucleoli	Non Dynamic	Non Cdk target
Q9NPG3	PML bodies	Non Dynamic	Cdk target
Q9NPI6	P-bodies	Non Dynamic	Cdk target
Q9NPI7	Nucleoli	Non Dynamic	Non Cdk target
Q9NPJ6	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9NQ29	Speckles	Non Dynamic	Non Cdk target
Q9NQ50	Nucleoli	Non Dynamic	Non Cdk target
Q9NQ55	Nucleoli	Dynamic	Non Cdk target
Q9NQE9	Nucleoli	Non Dynamic	Non Cdk target
Q9NQM4	PML bodies	Non Dynamic	Non Cdk target
Q9NQP4	Stress granules	Non Dynamic	Non Cdk target
Q9NQS7	Nucleoli	Dynamic	Cdk target
Q9NQT4	Nucleoli	Non Dynamic	Non Cdk target
Q9NQT5	Nucleoli	Non Dynamic	Non Cdk target
Q9NQU5	Nucleoli	Non Dynamic	Non Cdk target
Q9NQV6	Nucleoli	Non Dynamic	Non Cdk target
Q9NQW6	Nucleoli	Non Dynamic	Non Cdk target
Q9NQX1	Nucleoli	Non Dynamic	Non Cdk target
Q9NQZ2	Nucleoli	Non Dynamic	Non Cdk target
Q9NQZ8	Nucleoli	Non Dynamic	Non Cdk target
Q9NR12	Nucleoli	Dynamic	Non Cdk target
Q9NR30	Stress granules,P-bodies,Nucleoli	Dynamic	Non Cdk target
Q9NR56	Stress granules,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9NRA8	P-bodies	Dynamic	Non Cdk target
Q9NRC8	Nucleoli	Non Dynamic	Non Cdk target
Q9NRF2	Speckles	Non Dynamic	Non Cdk target
Q9NRF9	Nucleoli	Non Dynamic	Non Cdk target
Q9NRG9	NPC	Non Dynamic	Non Cdk target
Q9NRI5	Stress granules	Non Dynamic	Cdk target
Q9NRM2	Cajal bodies	Non Dynamic	Non Cdk target
Q9NRN9	Nucleoli	Non Dynamic	Non Cdk target
Q9NRR4	Nucleoli	Non Dynamic	Non Cdk target
Q9NRS6	Nucleoli	Non Dynamic	Non Cdk target
Q9NRW3	Stress granules	Non Dynamic	Non Cdk target
Q9NRX1	Nucleoli	Non Dynamic	Non Cdk target
Q9NRZ5	Nucleoli	Non Dynamic	Non Cdk target
Q9NS73	Nucleoli	Non Dynamic	Non Cdk target
Q9NS82	Nucleoli	Non Dynamic	Non Cdk target
Q9NSC2	Nucleoli	Non Dynamic	Non Cdk target
Q9NSD4	Nucleoli	Non Dynamic	Non Cdk target
Q9NSD5	Nucleoli	Non Dynamic	Non Cdk target
Q9NSD9	Nucleoli	Non Dynamic	Non Cdk target
Q9NSI2	Nucleoli	Non Dynamic	Non Cdk target
Q9NSI6	Nucleoli	Non Dynamic	Non Cdk target
Q9NST1	Nucleoli	Non Dynamic	Non Cdk target
Q9NT68	Nucleoli	Non Dynamic	Non Cdk target
Q9NTI5	Stress granules,Nucleoli	Non Dynamic	Cdk target
Q9NTJ3	Stress granules,Nucleoli	Dynamic	Non Cdk target
Q9NTK5	Nucleoli	Non Dynamic	Non Cdk target
Q9NTM9	Nucleoli	Non Dynamic	Non Cdk target
Q9NU02	Nucleoli	Non Dynamic	Non Cdk target
Q9NU22	Nucleoli	Dynamic	Non Cdk target
Q9NU53	Nucleoli	Non Dynamic	Non Cdk target
Q9NUD5	P-bodies	Non Dynamic	Non Cdk target
Q9NUL3	P-bodies	Dynamic	Non Cdk target
Q9NUL7	Nucleoli	Non Dynamic	Non Cdk target
Q9NUQ6	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9NUQ8	Nucleoli	Non Dynamic	Non Cdk target
Q9NUU6	Nucleoli	Non Dynamic	Non Cdk target
Q9NUZ1	Nucleoli	Non Dynamic	Non Cdk target
Q9NV06	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q9NV31	Nucleoli	Non Dynamic	Non Cdk target
Q9NV66	Nucleoli	Non Dynamic	Non Cdk target
Q9NV88	Speckles	Non Dynamic	Non Cdk target
Q9NVA2	Nucleoli	Non Dynamic	Non Cdk target
Q9NVC6	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9NVG8	Nucleoli	Dynamic	Non Cdk target
Q9NVI7	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q9NVL1	Nucleoli	Non Dynamic	Non Cdk target
Q9NVM4	Nucleoli	Non Dynamic	Non Cdk target
Q9NVN8	Nucleoli	Non Dynamic	Non Cdk target
Q9NVP1	P-bodies,Nucleoli	Dynamic	Non Cdk target
Q9NVP4	Nucleoli	Non Dynamic	Non Cdk target
Q9NVU7	Nucleoli	Non Dynamic	Non Cdk target
Q9NVX2	Nucleoli	Non Dynamic	Non Cdk target
Q9NW13	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9NWA0	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9NWB1	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9NWH9	Speckles,Nucleoli	Dynamic	Non Cdk target
Q9NWK9	Nucleoli	Non Dynamic	Non Cdk target
Q9NWS0	Nucleoli	Dynamic	Non Cdk target
Q9NWT1	Nucleoli	Non Dynamic	Non Cdk target
Q9NWW5	Nucleoli	Non Dynamic	Non Cdk target
Q9NWZ3	Nucleoli	Non Dynamic	Non Cdk target
Q9NX04	Nucleoli	Non Dynamic	Non Cdk target
Q9NX18	Nucleoli	Non Dynamic	Non Cdk target
Q9NX24	Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q9NX31	Nucleoli	Non Dynamic	Non Cdk target
Q9NX58	Nucleoli	Non Dynamic	Non Cdk target
Q9NX63	Stress granules	Non Dynamic	Non Cdk target
Q9NX70	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9NXF1	Nucleoli	Non Dynamic	Non Cdk target
Q9NXJ0	Nucleoli	Non Dynamic	Non Cdk target
Q9NXP7	Nucleoli	Non Dynamic	Non Cdk target
Q9NXT0	Nucleoli	Non Dynamic	Non Cdk target
Q9NXV6	Nucleoli	Non Dynamic	Non Cdk target
Q9NY12	Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q9NY35	Nucleoli	Non Dynamic	Non Cdk target
Q9NY61	Nucleoli	Non Dynamic	Non Cdk target
Q9NY93	Nucleoli	Non Dynamic	Non Cdk target
Q9NYF8	Speckles,Stress granules	Non Dynamic	Cdk target
Q9NYG5	Nucleoli	Non Dynamic	Non Cdk target
Q9NYH9	Nucleoli	Non Dynamic	Non Cdk target
Q9NYJ1	Nucleoli	Non Dynamic	Non Cdk target
Q9NYL9	Stress granules	Non Dynamic	Non Cdk target
Q9NYR9	Nucleoli	Non Dynamic	Non Cdk target
Q9NYV6	Nucleoli	Non Dynamic	Cdk target
Q9NYW4	Nucleoli	Non Dynamic	Non Cdk target
Q9NZ32	Nucleoli	Non Dynamic	Non Cdk target
Q9NZB2	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q9NZC3	Nucleoli	Non Dynamic	Non Cdk target
Q9NZH0	Nucleoli	Non Dynamic	Non Cdk target
Q9NZH5	Nucleoli	Non Dynamic	Cdk target
Q9NZI6	Nucleoli	Non Dynamic	Cdk target
Q9NZI8	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q9NZJ0	Nucleoli	Non Dynamic	Cdk target
Q9NZM1	Nucleoli	Non Dynamic	Non Cdk target
Q9NZM5	Nucleoli	Non Dynamic	Non Cdk target
Q9NZN8	PML bodies	Non Dynamic	Non Cdk target
Q9NZR1	Nucleoli	Non Dynamic	Non Cdk target
Q9NZT1	Stress granules	Non Dynamic	Non Cdk target
Q9P013	Speckles	Non Dynamic	Non Cdk target
Q9P016	Nucleoli	Non Dynamic	Non Cdk target
Q9P021	Nucleoli	Non Dynamic	Non Cdk target
Q9P031	Nucleoli	Non Dynamic	Non Cdk target
Q9P086	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9P0K8	Nucleoli	Non Dynamic	Non Cdk target
Q9P0R6	Nucleoli	Non Dynamic	Non Cdk target
Q9P1U0	Nucleoli	Non Dynamic	Non Cdk target
Q9P1V8	Nucleoli	Non Dynamic	Non Cdk target
Q9P219	Nucleoli	Dynamic	Non Cdk target
Q9P258	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9P270	Speckles	Non Dynamic	Cdk target
Q9P275	Nucleoli	Non Dynamic	Non Cdk target
Q9P287	Nucleoli	Non Dynamic	Non Cdk target
Q9P2B4	Nucleoli,Stress granules	Non Dynamic	Cdk target
Q9P2B7	Nucleoli	Non Dynamic	Non Cdk target
Q9P2D1	Nucleoli,Superenhancers-Mediator	Dynamic	Cdk target
Q9P2D3	Nucleoli	Non Dynamic	Non Cdk target
Q9P2H5	Nucleoli	Non Dynamic	Non Cdk target
Q9P2I0	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9P2N5	Speckles,Nucleoli	Non Dynamic	Cdk target
Q9P2T1	Nucleoli	Non Dynamic	Non Cdk target
Q9P2W1	Nucleoli	Non Dynamic	Non Cdk target
Q9UBE8	Nucleoli	Non Dynamic	Non Cdk target
Q9UBL0	Nucleoli	Non Dynamic	Non Cdk target
Q9UBL3	Superenhancers-Mediator	Dynamic	Non Cdk target
Q9UBP6	PML bodies	Non Dynamic	Non Cdk target
Q9UBQ5	Stress granules,Speckles	Non Dynamic	Non Cdk target
Q9UBS9	Nucleoli	Non Dynamic	Non Cdk target
Q9UBT2	Speckles	Non Dynamic	Non Cdk target
Q9UBU8	Nucleoli	Non Dynamic	Non Cdk target
Q9UBU9	Stress granules	Non Dynamic	Non Cdk target
Q9UBV8	Stress granules	Non Dynamic	Non Cdk target
Q9UBW7	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9UBX2	Nucleoli	Non Dynamic	Non Cdk target
Q9UBZ4	Nucleoli	Non Dynamic	Non Cdk target
Q9UDY8	Nucleoli	Non Dynamic	Non Cdk target
Q9UER7	Cajal bodies	Dynamic	Non Cdk target
Q9UET6	Nucleoli	Non Dynamic	Non Cdk target
Q9UFC0	Nucleoli	Non Dynamic	Cdk target
Q9UFD9	PML bodies	Non Dynamic	Non Cdk target
Q9UFW8	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9UG63	Nucleoli	Non Dynamic	Non Cdk target
Q9UGN5	Nucleoli	Non Dynamic	Non Cdk target
Q9UGR2	Stress granules	Non Dynamic	Non Cdk target
Q9UGY1	Nucleoli	Non Dynamic	Non Cdk target
Q9UHA2	Nucleoli	Non Dynamic	Non Cdk target
Q9UHA3	Nucleoli	Non Dynamic	Non Cdk target
Q9UHB7	Nucleoli	Non Dynamic	Non Cdk target
Q9UHD8	PML bodies	Non Dynamic	Cdk target
Q9UHF7	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9UHH9	Nucleoli	Non Dynamic	Non Cdk target
Q9UHK0	Nucleoli	Non Dynamic	Non Cdk target
Q9UHP6	Nucleoli	Non Dynamic	Non Cdk target
Q9UHQ1	Nucleoli	Non Dynamic	Non Cdk target
Q9UHQ9	Nucleoli	Non Dynamic	Non Cdk target
Q9UHV7	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9UHX1	P-bodies	Non Dynamic	Non Cdk target
Q9UHY8	Nucleoli	Non Dynamic	Non Cdk target
Q9UI14	Nucleoli	Non Dynamic	Non Cdk target
Q9UI30	Nucleoli	Non Dynamic	Non Cdk target
Q9UI43	Nucleoli	Non Dynamic	Non Cdk target
Q9UI95	Nucleoli	Non Dynamic	Non Cdk target
Q9UID3	Nucleoli	Non Dynamic	Non Cdk target
Q9UIG0	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9UJ41	Nucleoli	Non Dynamic	Non Cdk target
Q9UJ72	Nucleoli	Non Dynamic	Non Cdk target
Q9UJA5	Nucleoli	Non Dynamic	Non Cdk target
Q9UJD0	Nucleoli	Non Dynamic	Non Cdk target
Q9UJV8	Nucleoli	Non Dynamic	Non Cdk target
Q9UJV9	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9UJW9	Nucleoli	Non Dynamic	Non Cdk target
Q9UK32	Nucleoli	Non Dynamic	Non Cdk target
Q9UK45	Nucleoli	Non Dynamic	Non Cdk target
Q9UK58	Speckles	Non Dynamic	Non Cdk target
Q9UK76	Nucleoli	Non Dynamic	Cdk target
Q9UKA4	Nucleoli	Non Dynamic	Non Cdk target
Q9UKA8	Nucleoli	Non Dynamic	Non Cdk target
Q9UKA9	Nucleoli	Non Dynamic	Non Cdk target
Q9UKB1	Nucleoli	Non Dynamic	Non Cdk target
Q9UKC9	Nucleoli	Non Dynamic	Non Cdk target
Q9UKD2	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q9UKF6	Stress granules	Non Dynamic	Non Cdk target
Q9UKI9	Nucleoli	Non Dynamic	Non Cdk target
Q9UKJ3	Speckles	Dynamic	Non Cdk target
Q9UKL3	Cajal bodies	Non Dynamic	Non Cdk target
Q9UKL6	Nucleoli	Non Dynamic	Non Cdk target
Q9UKV8	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q9UKX7	NPC	Dynamic	Cdk target
Q9UKY7	Nucleoli	Dynamic	Non Cdk target
Q9UL18	P-bodies	Non Dynamic	Non Cdk target
Q9UL54	Nucleoli	Non Dynamic	Non Cdk target
Q9ULD0	Nucleoli	Non Dynamic	Non Cdk target
Q9ULD2	Nucleoli	Dynamic	Non Cdk target
Q9ULD9	Speckles	Non Dynamic	Non Cdk target
Q9ULK4	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9ULT8	Nucleoli	Dynamic	Non Cdk target
Q9ULW3	Nucleoli	Non Dynamic	Non Cdk target
Q9ULX3	Nucleoli	Non Dynamic	Cdk target
Q9ULX6	Speckles	Non Dynamic	Non Cdk target
Q9ULZ3	Nucleoli	Non Dynamic	Non Cdk target
Q9UM54	Stress granules	Non Dynamic	Non Cdk target
Q9UM82	Nucleoli	Non Dynamic	Non Cdk target
Q9UMR2	NPC	Non Dynamic	Non Cdk target
Q9UMS4	Nucleoli	Non Dynamic	Non Cdk target
Q9UMS5	Nucleoli	Non Dynamic	Non Cdk target
Q9UMY1	Nucleoli	Non Dynamic	Non Cdk target
Q9UN81	Stress granules	Non Dynamic	Non Cdk target
Q9UN86	Stress granules	Dynamic	Non Cdk target
Q9UNF1	Nucleoli	Non Dynamic	Non Cdk target
Q9UNH6	Nucleoli	Non Dynamic	Non Cdk target
Q9UNP9	Speckles	Non Dynamic	Non Cdk target
Q9UNQ2	Nucleoli	Non Dynamic	Non Cdk target
Q9UNX3	Nucleoli	Non Dynamic	Non Cdk target
Q9UNX4	Nucleoli	Non Dynamic	Non Cdk target
Q9UNX9	Nucleoli	Non Dynamic	Non Cdk target
Q9UNZ5	Nucleoli	Non Dynamic	Non Cdk target
Q9UPM6	Nucleoli	Non Dynamic	Non Cdk target
Q9UPN3	Stress granules	Non Dynamic	Cdk target
Q9UPN9	Speckles,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9UPP1	Nucleoli	Non Dynamic	Cdk target
Q9UPQ8	Nucleoli	Non Dynamic	Non Cdk target
Q9UPQ9	Stress granules	Non Dynamic	Non Cdk target
Q9UPU9	Stress granules	Non Dynamic	Non Cdk target
Q9UPW5	Nucleoli	Non Dynamic	Non Cdk target
Q9UPZ9	Nucleoli	Non Dynamic	Non Cdk target
Q9UQ35	Speckles	Dynamic	Cdk target
Q9UQ80	Nucleoli,PML bodies	Non Dynamic	Cdk target
Q9UQE7	P-bodies	Non Dynamic	Non Cdk target
Q9UQR0	Nucleoli	Non Dynamic	Cdk target
Q9UQR1	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9Y221	Nucleoli	Non Dynamic	Non Cdk target
Q9Y224	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9Y230	Nucleoli	Non Dynamic	Non Cdk target
Q9Y236	Nucleoli	Non Dynamic	Non Cdk target
Q9Y237	Nucleoli	Non Dynamic	Non Cdk target
Q9Y250	Nucleoli	Non Dynamic	Non Cdk target
Q9Y262	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9Y265	Nucleoli	Non Dynamic	Non Cdk target
Q9Y266	Stress granules	Non Dynamic	Cdk target
Q9Y279	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2K1	PML bodies	Non Dynamic	Non Cdk target
Q9Y2K7	Nucleoli	Non Dynamic	Cdk target
Q9Y2L1	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2L9	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2P8	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2R4	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2S2	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2S6	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2U8	Stress granules	Non Dynamic	Cdk target
Q9Y2V2	Stress granules	Dynamic	Cdk target
Q9Y2W1	Stress granules	Non Dynamic	Cdk target
Q9Y2W2	Nucleoli	Non Dynamic	Non Cdk target
Q9Y2X0	Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9Y2X3	Nucleoli,P-bodies,Stress granules	Non Dynamic	Cdk target
Q9Y2X7	Speckles	Non Dynamic	Non Cdk target
Q9Y2X9	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9Y2Z0	Speckles	Dynamic	Non Cdk target
Q9Y303	Nucleoli	Non Dynamic	Non Cdk target
Q9Y314	Stress granules,Nucleoli	Non Dynamic	Cdk target
Q9Y315	Stress granules	Non Dynamic	Non Cdk target
Q9Y324	Nucleoli	Non Dynamic	Non Cdk target
Q9Y376	Nucleoli	Non Dynamic	Non Cdk target
Q9Y383	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q9Y388	Nucleoli	Non Dynamic	Non Cdk target
Q9Y3A2	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9Y3A4	Nucleoli	Non Dynamic	Non Cdk target
Q9Y3A5	Nucleoli	Non Dynamic	Non Cdk target
Q9Y3B2	Nucleoli	Non Dynamic	Non Cdk target
Q9Y3B4	Nucleoli	Non Dynamic	Non Cdk target
Q9Y3B8	Nucleoli	Non Dynamic	Non Cdk target
